LineID,SITE,YEAR,GR50,FL50,TC_EOS,HT_EOS,BIOMASS,Envi
247,KING,2016,49,111,104,120,0.142,KING_2016
249,KING,2016,NA,NA,NA,102.5,0.235441559,KING_2016
250,KING,2016,67,111,130,125,0.237329287,KING_2016
251,KING,2016,52,111,165,125,0.227198697,KING_2016
252,KING,2016,67,111,75,120,0.131,KING_2016
253,KING,2016,39,111,204,145,0.561643836,KING_2016
255,KING,2016,57,123,41,110,0.029,KING_2016
260,KING,2016,59,NA,NA,110,0.104993464,KING_2016
266,KING,2016,67,117,192,125,0.315789474,KING_2016
269,KING,2016,64,113,121,95,0.103,KING_2016
272,KING,2016,67,111,60,95,0.094,KING_2016
276,KING,2016,71,111,NA,NA,NA,KING_2016
277,KING,2016,64,113,219,110,0.470718232,KING_2016
278,KING,2016,53,113,240,110,0.439481555,KING_2016
279,KING,2016,64,115,42.5,122.5,NA,KING_2016
280,KING,2016,39,111,180,130,0.201,KING_2016
284,KING,2016,67,123,92,140,0.197746479,KING_2016
287,KING,2016,NA,NA,NA,NA,NA,KING_2016
443,KING,2016,NA,NA,NA,NA,NA,KING_2016
445,KING,2016,NA,NA,NA,NA,NA,KING_2016
446,KING,2016,NA,NA,NA,NA,NA,KING_2016
453,KING,2016,NA,NA,NA,NA,NA,KING_2016
455,KING,2016,NA,NA,NA,NA,NA,KING_2016
456,KING,2016,NA,NA,NA,NA,NA,KING_2016
457,KING,2016,NA,NA,NA,NA,NA,KING_2016
461,KING,2016,NA,NA,NA,NA,NA,KING_2016
462,KING,2016,NA,NA,NA,NA,NA,KING_2016
465,KING,2016,NA,NA,NA,NA,NA,KING_2016
468,KING,2016,NA,NA,NA,NA,NA,KING_2016
472,KING,2016,NA,NA,NA,NA,NA,KING_2016
480,KING,2016,NA,NA,NA,NA,NA,KING_2016
483,KING,2016,NA,NA,NA,NA,NA,KING_2016
484,KING,2016,NA,NA,NA,NA,NA,KING_2016
485,KING,2016,NA,NA,NA,NA,NA,KING_2016
488,KING,2016,NA,NA,NA,NA,NA,KING_2016
489,KING,2016,NA,NA,NA,NA,NA,KING_2016
492,KING,2016,NA,NA,NA,NA,NA,KING_2016
495,KING,2016,NA,NA,NA,NA,NA,KING_2016
501,KING,2016,NA,NA,NA,NA,NA,KING_2016
506,KING,2016,NA,NA,NA,NA,NA,KING_2016
508,KING,2016,NA,NA,NA,NA,NA,KING_2016
514,KING,2016,NA,NA,NA,NA,NA,KING_2016
516,KING,2016,NA,NA,NA,NA,NA,KING_2016
521,KING,2016,NA,NA,NA,NA,NA,KING_2016
532,KING,2016,NA,NA,NA,NA,NA,KING_2016
534,KING,2016,NA,NA,NA,NA,NA,KING_2016
537,KING,2016,NA,NA,NA,NA,NA,KING_2016
540,KING,2016,NA,NA,NA,NA,NA,KING_2016
545,KING,2016,NA,NA,NA,NA,NA,KING_2016
552,KING,2016,NA,NA,NA,NA,NA,KING_2016
561,KING,2016,NA,NA,NA,NA,NA,KING_2016
565,KING,2016,NA,NA,NA,NA,NA,KING_2016
578,KING,2016,NA,NA,NA,NA,NA,KING_2016
581,KING,2016,NA,NA,NA,NA,NA,KING_2016
585,KING,2016,NA,NA,NA,NA,NA,KING_2016
592,KING,2016,NA,NA,NA,NA,NA,KING_2016
594,KING,2016,NA,NA,NA,NA,NA,KING_2016
600,KING,2016,NA,NA,NA,NA,NA,KING_2016
605,KING,2016,NA,NA,NA,NA,NA,KING_2016
629,KING,2016,NA,NA,NA,NA,NA,KING_2016
641,KING,2016,NA,NA,NA,NA,NA,KING_2016
648,KING,2016,NA,NA,NA,NA,NA,KING_2016
663,KING,2016,NA,NA,NA,NA,NA,KING_2016
669,KING,2016,NA,NA,NA,NA,NA,KING_2016
716,KING,2016,NA,NA,NA,NA,NA,KING_2016
718,KING,2016,NA,NA,NA,NA,NA,KING_2016
720,KING,2016,NA,NA,NA,NA,NA,KING_2016
724,KING,2016,NA,NA,NA,NA,NA,KING_2016
725,KING,2016,NA,NA,NA,NA,NA,KING_2016
733,KING,2016,NA,NA,NA,NA,NA,KING_2016
753,KING,2016,NA,NA,NA,NA,NA,KING_2016
755,KING,2016,NA,NA,NA,NA,NA,KING_2016
757,KING,2016,NA,NA,NA,NA,NA,KING_2016
761,KING,2016,NA,NA,NA,NA,NA,KING_2016
762,KING,2016,NA,NA,NA,NA,NA,KING_2016
772,KING,2016,NA,NA,NA,NA,NA,KING_2016
774,KING,2016,NA,NA,NA,NA,NA,KING_2016
775,KING,2016,NA,NA,NA,NA,NA,KING_2016
776,KING,2016,NA,NA,NA,NA,NA,KING_2016
779,KING,2016,NA,NA,NA,NA,NA,KING_2016
780,KING,2016,NA,NA,NA,NA,NA,KING_2016
786,KING,2016,NA,NA,NA,NA,NA,KING_2016
788,KING,2016,NA,NA,NA,NA,NA,KING_2016
789,KING,2016,NA,NA,NA,NA,NA,KING_2016
790,KING,2016,NA,NA,NA,NA,NA,KING_2016
795,KING,2016,NA,NA,NA,NA,NA,KING_2016
802,KING,2016,NA,NA,NA,NA,NA,KING_2016
803,KING,2016,NA,NA,NA,NA,NA,KING_2016
804,KING,2016,NA,NA,NA,NA,NA,KING_2016
806,KING,2016,NA,NA,NA,NA,NA,KING_2016
809,KING,2016,NA,NA,NA,NA,NA,KING_2016
810,KING,2016,NA,NA,NA,NA,NA,KING_2016
811,KING,2016,NA,NA,NA,NA,NA,KING_2016
813,KING,2016,NA,NA,NA,NA,NA,KING_2016
815,KING,2016,NA,NA,NA,NA,NA,KING_2016
821,KING,2016,NA,NA,NA,NA,NA,KING_2016
824,KING,2016,NA,NA,NA,NA,NA,KING_2016
324,KING,2016,57,117,78,110,0.071,KING_2016
175,KING,2016,57,111,131,125,0.297301855,KING_2016
380,KING,2016,67,111,102,115,0.148,KING_2016
161,KING,2016,64,125,197,130,0.081,KING_2016
296,KING,2016,NA,NA,NA,100,0.0605,KING_2016
359,KING,2016,71,123,141,110,0.122,KING_2016
376,KING,2016,64,113,105,120,0.337057057,KING_2016
389,KING,2016,64,125,184,130,0.395332555,KING_2016
346,KING,2016,64,113,90,115,0.083,KING_2016
193,KING,2016,71,113,134,135,0.303875969,KING_2016
375,KING,2016,71,117,65,125,0.106,KING_2016
392,KING,2016,67,117,43,100,0.049,KING_2016
200,KING,2016,67,113,94,110,0.143863179,KING_2016
156,KING,2016,64,111,30,85,0.795698925,KING_2016
396,KING,2016,NA,NA,NA,NA,NA,KING_2016
257,KING,2016,64,115,89.5,107.5,0.128994778,KING_2016
145,KING,2016,67,120,NA,90,NA,KING_2016
301,KING,2016,65.5,NA,35,107.5,0.053,KING_2016
165,KING,2016,64,111,73,115,0.06,KING_2016
345,KING,2016,67,111,46,90,NA,KING_2016
61,KING,2016,64,111,48,120,0.071,KING_2016
333,KING,2016,67,113,22,100,NA,KING_2016
391,KING,2016,65.5,113,40.5,102.5,0.064,KING_2016
334,KING,2016,49.5,121.5,150.5,125,0.244336283,KING_2016
68,KING,2016,67,113,68,135,0.112,KING_2016
399,KING,2016,NA,NA,NA,NA,NA,KING_2016
317,KING,2016,64,117,89,110,0.071,KING_2016
398,KING,2016,64,111,68,105,0.089,KING_2016
350,KING,2016,64,120,114,130,0.243088235,KING_2016
17,KING,2016,67,113,166,135,0.462356067,KING_2016
181,KING,2016,NA,NA,NA,NA,NA,KING_2016
192,KING,2016,45,111,212,115,0.21512605,KING_2016
335,KING,2016,NA,NA,NA,NA,NA,KING_2016
368,KING,2016,67,111,48,105,NA,KING_2016
125,KING,2016,67,111,106,100,0.107,KING_2016
394,KING,2016,NA,NA,NA,NA,NA,KING_2016
336,KING,2016,67,123,12,105,0.073,KING_2016
379,KING,2016,67,117,27,125,NA,KING_2016
233,KING,2016,NA,NA,NA,NA,NA,KING_2016
33,KING,2016,67,113,119,120,0.148,KING_2016
362,KING,2016,64,113,156,155,0.112,KING_2016
49,KING,2016,71,111,NA,120,0.074,KING_2016
390,KING,2016,71,123,47,120,0.076,KING_2016
191,KING,2016,64,111,396,135,0.715924827,KING_2016
340,KING,2016,67,113,115,95,0.142037303,KING_2016
199,KING,2016,71,127,87,120,0.106,KING_2016
371,KING,2016,68,113,53,115,0.088,KING_2016
56,KING,2016,71,117,79,115,0.117,KING_2016
310,KING,2016,67,113,60,100,0.041,KING_2016
123,KING,2016,57,113,199,105,0.362599772,KING_2016
264,KING,2016,64,113,68,130,0.086,KING_2016
372,KING,2016,52,111,149,115,0.170873786,KING_2016
53,KING,2016,67,113,67,100,0.057,KING_2016
177,KING,2016,58,112,98,130,0.1055,KING_2016
136,KING,2016,57,125,74,135,0.417399618,KING_2016
367,KING,2016,64,113,187,130,0.559649123,KING_2016
21,KING,2016,NA,NA,NA,NA,NA,KING_2016
312,KING,2016,64,120,129,130,0.349399657,KING_2016
361,KING,2016,64,111,89,85,0.07,KING_2016
393,KING,2016,71,125,181,145,0.538674033,KING_2016
320,KING,2016,64,117,95,135,0.259701493,KING_2016
363,KING,2016,64,111,91,127.5,0.159854037,KING_2016
360,KING,2016,77,123,74,110,0.076,KING_2016
104,KING,2016,67,113,135,115,0.282492582,KING_2016
100,KING,2016,64,111,103,85,0.062,KING_2016
98,KING,2016,57,111,139,135,0.21575985,KING_2016
101,KING,2016,71,117,10,115,NA,KING_2016
99,KING,2016,71,113,23,60,NA,KING_2016
406,KING,2016,NA,NA,NA,NA,NA,KING_2016
408,KING,2016,NA,NA,NA,NA,NA,KING_2016
409,KING,2016,NA,NA,NA,NA,NA,KING_2016
410,KING,2016,NA,NA,NA,NA,NA,KING_2016
411,KING,2016,71,NA,NA,95,0.015,KING_2016
412,KING,2016,NA,NA,NA,NA,NA,KING_2016
414,KING,2016,NA,NA,NA,NA,NA,KING_2016
420,KING,2016,NA,NA,NA,NA,NA,KING_2016
422,KING,2016,NA,NA,NA,NA,NA,KING_2016
423,KING,2016,NA,NA,NA,NA,NA,KING_2016
424,KING,2016,NA,NA,NA,NA,NA,KING_2016
426,KING,2016,NA,NA,NA,NA,NA,KING_2016
428,KING,2016,NA,NA,NA,NA,NA,KING_2016
431,KING,2016,NA,NA,NA,NA,NA,KING_2016
432,KING,2016,NA,NA,NA,NA,NA,KING_2016
433,KING,2016,NA,NA,NA,NA,NA,KING_2016
436,KING,2016,NA,NA,NA,NA,NA,KING_2016
438,KING,2016,NA,NA,NA,NA,NA,KING_2016
439,KING,2016,NA,NA,NA,NA,NA,KING_2016
442,KING,2016,NA,NA,NA,NA,NA,KING_2016
291,LINC,2016,NA,NA,NA,NA,NA,LINC_2016
294,LINC,2016,116,189,256,150,0.859542576,LINC_2016
297,LINC,2016,125,210,29,150,0.0359,LINC_2016
298,LINC,2016,118,194,178,140,0.638385469,LINC_2016
300,LINC,2016,NA,NA,NA,NA,NA,LINC_2016
307,LINC,2016,109,201,323,190,1.500045933,LINC_2016
323,LINC,2016,NA,NA,NA,NA,NA,LINC_2016
388,LINC,2016,109,196,141,170,0.749140267,LINC_2016
18,LINC,2016,111,192,169,150,0.631215416,LINC_2016
23,LINC,2016,123,189,173,135,0.436269327,LINC_2016
26,LINC,2016,118,202.5,156,175,1.206133608,LINC_2016
36,LINC,2016,116,205,150,215,1.187395377,LINC_2016
64,LINC,2016,125,200,86,160,0.252680101,LINC_2016
74,LINC,2016,111,209,183.5,210,1.679186932,LINC_2016
76,LINC,2016,118,208,92,155,0.331029144,LINC_2016
83,LINC,2016,113.5,205,303,167.5,1.760940345,LINC_2016
89,LINC,2016,109,201,127,165,0.605030093,LINC_2016
91,LINC,2016,113.5,215,165,205,1.875148304,LINC_2016
95,LINC,2016,116,208,278,180,1.0375917,LINC_2016
96,LINC,2016,NA,NA,NA,NA,NA,LINC_2016
102,LINC,2016,NA,NA,NA,NA,NA,LINC_2016
103,LINC,2016,113,202,297,170,1.771499405,LINC_2016
105,LINC,2016,118,213,211,215,1.409461541,LINC_2016
106,LINC,2016,111,194,303,175,1.548311181,LINC_2016
107,LINC,2016,109,203,197,185,1.16681254,LINC_2016
108,LINC,2016,118,196,94,150,0.213300238,LINC_2016
110,LINC,2016,109,195,158,180,0.993850899,LINC_2016
111,LINC,2016,109,187,219,160,0.967069227,LINC_2016
112,LINC,2016,111,197,178,170,0.834981209,LINC_2016
113,LINC,2016,116,201,133,190,0.920222882,LINC_2016
114,LINC,2016,118,203,150,175,1.02972154,LINC_2016
116,LINC,2016,NA,NA,NA,NA,NA,LINC_2016
120,LINC,2016,120.5,201.5,90.5,155,0.23532723,LINC_2016
127,LINC,2016,NA,NA,NA,NA,NA,LINC_2016
135,LINC,2016,119.5,197.5,184.5,172.5,1.029846588,LINC_2016
139,LINC,2016,116,193,92,130,0.263180385,LINC_2016
141,LINC,2016,116,195,79,135,0.270923729,LINC_2016
144,LINC,2016,125,193,67,160,0.271748391,LINC_2016
146,LINC,2016,130,195,88,155,0.308836988,LINC_2016
147,LINC,2016,118,196,208,170,0.815492986,LINC_2016
148,LINC,2016,130,211,56,150,0.0303,LINC_2016
150,LINC,2016,113,191,292,155,0.57551473,LINC_2016
152,LINC,2016,NA,NA,NA,NA,NA,LINC_2016
157,LINC,2016,116,197,263,160,1.189525271,LINC_2016
160,LINC,2016,NA,NA,NA,NA,NA,LINC_2016
163,LINC,2016,NA,NA,NA,NA,NA,LINC_2016
170,LINC,2016,113,197,182,165,1.104799671,LINC_2016
171,LINC,2016,117,201.5,140,165,0.616920955,LINC_2016
178,LINC,2016,116,196,139,170,0.843638991,LINC_2016
180,LINC,2016,NA,NA,NA,NA,NA,LINC_2016
182,LINC,2016,109,200,188,210,1.741457989,LINC_2016
184,LINC,2016,111,194,306,160,1.614354053,LINC_2016
211,LINC,2016,NA,NA,NA,NA,NA,LINC_2016
213,LINC,2016,113,211,285,215,1.551109621,LINC_2016
214,LINC,2016,118,205,92,185,0.395719917,LINC_2016
217,LINC,2016,116,187,192,165,0.986296408,LINC_2016
218,LINC,2016,NA,NA,NA,NA,NA,LINC_2016
219,LINC,2016,NA,NA,NA,NA,NA,LINC_2016
220,LINC,2016,125,201,54,145,0.172502412,LINC_2016
221,LINC,2016,116,213,171,180,1.198016518,LINC_2016
226,LINC,2016,109,202,152,160,0.659679507,LINC_2016
229,LINC,2016,111,198,115,180,0.868865631,LINC_2016
230,LINC,2016,118,186,227,170,0.692632201,LINC_2016
232,LINC,2016,NA,NA,NA,NA,NA,LINC_2016
235,LINC,2016,109,195,321,165,1.472659623,LINC_2016
238,LINC,2016,111,199,224,165,1.419635812,LINC_2016
240,LINC,2016,NA,NA,NA,NA,NA,LINC_2016
256,LINC,2016,112.5,217,307.5,175,2.0409791,LINC_2016
263,LINC,2016,111,208,281,195,1.533049744,LINC_2016
265,LINC,2016,109,194,268.5,157.5,1.202250856,LINC_2016
267,LINC,2016,114.5,202.5,108,170,0.903781347,LINC_2016
268,LINC,2016,123,196,73,135,0.154939842,LINC_2016
285,LINC,2016,NA,NA,NA,NA,NA,LINC_2016
302,LINC,2016,123,192,97,135,0.149161985,LINC_2016
303,LINC,2016,118,210,162,210,1.55528568,LINC_2016
304,LINC,2016,118,201,385,165,2.198833179,LINC_2016
305,LINC,2016,109,192,269,170,0.977079609,LINC_2016
306,LINC,2016,118,196,122,180,0.851366332,LINC_2016
308,LINC,2016,116,202,172,170,0.851726584,LINC_2016
311,LINC,2016,123,198,74,145,0.111903955,LINC_2016
313,LINC,2016,111,194,190,185,1.124000976,LINC_2016
314,LINC,2016,111,187,120,165,0.672685494,LINC_2016
315,LINC,2016,111,194,179,185,1.018516572,LINC_2016
316,LINC,2016,NA,NA,NA,NA,NA,LINC_2016
318,LINC,2016,125,202,213,175,0.783431837,LINC_2016
319,LINC,2016,NA,NA,NA,NA,NA,LINC_2016
1,LINC,2016,118,187,283,145,0.587743519,LINC_2016
3,LINC,2016,118,195,205,165,0.904024994,LINC_2016
9,LINC,2016,111,195,230,170,1.157520851,LINC_2016
10,LINC,2016,NA,NA,NA,NA,NA,LINC_2016
15,LINC,2016,111,210,208,220,2.040428942,LINC_2016
20,LINC,2016,116,194,238,165,1.147818737,LINC_2016
22,LINC,2016,111,189,166,140,0.493175851,LINC_2016
29,LINC,2016,116,197,205,170,1.028746656,LINC_2016
30,LINC,2016,128.5,206.5,122.5,167.5,0.555773183,LINC_2016
37,LINC,2016,111,208,202,180,0.915139389,LINC_2016
41,LINC,2016,118,196,227,155,0.71744617,LINC_2016
42,LINC,2016,118,194,212,175,0.95480536,LINC_2016
43,LINC,2016,111,203,164,185,0.889738154,LINC_2016
44,LINC,2016,116,201,291,160,1.078540978,LINC_2016
45,LINC,2016,NA,NA,NA,NA,NA,LINC_2016
47,LINC,2016,NA,NA,NA,NA,NA,LINC_2016
50,LINC,2016,NA,NA,NA,NA,NA,LINC_2016
55,LINC,2016,112.5,191,145,170,0.662844276,LINC_2016
59,LINC,2016,NA,NA,NA,NA,NA,LINC_2016
63,LINC,2016,NA,NA,NA,NA,NA,LINC_2016
65,LINC,2016,111,195,228,160,0.973478215,LINC_2016
66,LINC,2016,111,209,103,220,0.894346491,LINC_2016
67,LINC,2016,111,203,187,160,0.731492699,LINC_2016
69,LINC,2016,111,201,230,185,1.566083377,LINC_2016
71,LINC,2016,125,218,186,190,0.9590305,LINC_2016
73,LINC,2016,118,205,68,160,0.195951744,LINC_2016
75,LINC,2016,118,210,106,190,0.654956482,LINC_2016
78,LINC,2016,111,196,130,175,0.654903502,LINC_2016
80,LINC,2016,109,195,232,165,1.325038448,LINC_2016
86,LINC,2016,118,205,147,170,0.628192646,LINC_2016
90,LINC,2016,111,206.5,186,177.5,0.928097197,LINC_2016
97,LINC,2016,116,198,143,195,1.039171836,LINC_2016
117,LINC,2016,116,202,148,190,0.814626714,LINC_2016
118,LINC,2016,109,195,126,170,0.833221094,LINC_2016
122,LINC,2016,116,194,113,155,0.346464126,LINC_2016
126,LINC,2016,118,195,90,145,0.210596286,LINC_2016
130,LINC,2016,114.5,195.5,229.5,192.5,1.805145946,LINC_2016
132,LINC,2016,116,198,110,180,0.616310894,LINC_2016
143,LINC,2016,118,208,137,220,1.399959291,LINC_2016
151,LINC,2016,116,199,121,170,0.665836216,LINC_2016
155,LINC,2016,NA,NA,NA,NA,NA,LINC_2016
158,LINC,2016,118,194,185,140,0.546675204,LINC_2016
167,LINC,2016,111,196,107,160,0.525817095,LINC_2016
172,LINC,2016,113,199,216,185,1.390065319,LINC_2016
173,LINC,2016,118,193,106,135,0.297516588,LINC_2016
179,LINC,2016,109,199,60,155,0.286263151,LINC_2016
185,LINC,2016,113,191,239,155,0.988738925,LINC_2016
189,LINC,2016,111,204,228,215,2.072583725,LINC_2016
203,LINC,2016,118,207,383,155,1.334607231,LINC_2016
206,LINC,2016,130,203,30,125,NA,LINC_2016
224,LINC,2016,109,203,187,215,1.416859907,LINC_2016
225,LINC,2016,NA,NA,NA,NA,NA,LINC_2016
239,LINC,2016,109,210,164,215,1.82121395,LINC_2016
244,LINC,2016,116,198,114,220,0.838269847,LINC_2016
246,LINC,2016,118,194,111,165,0.278667164,LINC_2016
248,LINC,2016,NA,224,136,175,0.622903073,LINC_2016
258,LINC,2016,118,196,189,150,0.504879892,LINC_2016
259,LINC,2016,116,196,343,165,1.687733783,LINC_2016
261,LINC,2016,NA,NA,NA,NA,NA,LINC_2016
262,LINC,2016,NA,NA,NA,NA,NA,LINC_2016
270,LINC,2016,116,202,193,225,1.907219278,LINC_2016
271,LINC,2016,NA,NA,NA,NA,NA,LINC_2016
273,LINC,2016,NA,NA,NA,NA,NA,LINC_2016
274,LINC,2016,116,205,158,180,0.664127952,LINC_2016
275,LINC,2016,109,196,262,155,0.823504097,LINC_2016
281,LINC,2016,116,193,211,145,0.673341404,LINC_2016
282,LINC,2016,113,195,235,190,1.542521104,LINC_2016
283,LINC,2016,116,199,129,145,0.517663741,LINC_2016
286,LINC,2016,NA,NA,NA,NA,NA,LINC_2016
288,LINC,2016,NA,NA,NA,NA,NA,LINC_2016
289,LINC,2016,109,201,123,185,1.54401836,LINC_2016
290,LINC,2016,109,204,216,170,1.192249126,LINC_2016
292,LINC,2016,109,195,314,175,1.625950951,LINC_2016
293,LINC,2016,109,195,341,165,1.113867458,LINC_2016
299,LINC,2016,110,201,265,195,1.466829542,LINC_2016
322,LINC,2016,116,197,263,185,1.86426312,LINC_2016
326,LINC,2016,113,206,106,180,0.393225481,LINC_2016
327,LINC,2016,NA,NA,NA,NA,NA,LINC_2016
330,LINC,2016,116,196,295,185,1.172741498,LINC_2016
332,LINC,2016,116,197,71,140,0.346390178,LINC_2016
337,LINC,2016,118,187,175,145,0.438059212,LINC_2016
338,LINC,2016,NA,NA,NA,NA,NA,LINC_2016
341,LINC,2016,109,187,145,135,0.391588022,LINC_2016
344,LINC,2016,NA,NA,NA,NA,NA,LINC_2016
352,LINC,2016,NA,NA,16,150,NA,LINC_2016
354,LINC,2016,123,205,112,160,0.265269193,LINC_2016
364,LINC,2016,111,196,157,180,1.208675322,LINC_2016
365,LINC,2016,118,195,212,165,0.910304595,LINC_2016
373,LINC,2016,113,202,183,175,1.097096221,LINC_2016
382,LINC,2016,116,199,270,170,1.566893541,LINC_2016
2,LINC,2016,111,208,305,165,0.768126885,LINC_2016
4,LINC,2016,109,210,151,200,2.34075201,LINC_2016
5,LINC,2016,114.5,196,99,160,0.451339951,LINC_2016
7,LINC,2016,116,193,141,140,0.326899062,LINC_2016
8,LINC,2016,113,199,47,140,0.119112147,LINC_2016
11,LINC,2016,124,211,99,155,0.373693399,LINC_2016
12,LINC,2016,NA,NA,NA,NA,NA,LINC_2016
13,LINC,2016,NA,234,33,140,NA,LINC_2016
14,LINC,2016,116,194,122,165,0.221790005,LINC_2016
16,LINC,2016,125,198,74,180,0.271850435,LINC_2016
19,LINC,2016,118,198,261,175,1.199032518,LINC_2016
27,LINC,2016,NA,NA,NA,NA,NA,LINC_2016
28,LINC,2016,116,198,243,190,2.255592587,LINC_2016
31,LINC,2016,116,193,333,155,1.099133233,LINC_2016
32,LINC,2016,113.5,200.5,211,195,1.532936453,LINC_2016
34,LINC,2016,NA,NA,NA,NA,NA,LINC_2016
35,LINC,2016,109,203,227,200,1.998409296,LINC_2016
38,LINC,2016,123,195,108,160,0.337605005,LINC_2016
39,LINC,2016,116,192,141,145,0.362897702,LINC_2016
46,LINC,2016,118,199,122,175,0.591510748,LINC_2016
48,LINC,2016,116,187,130,155,0.452363863,LINC_2016
52,LINC,2016,130,194,106,165,0.306552046,LINC_2016
54,LINC,2016,112.5,203.5,127,167.5,0.876325013,LINC_2016
57,LINC,2016,118,195,138,180,1.023489641,LINC_2016
58,LINC,2016,111,194,197,160,0.441614126,LINC_2016
62,LINC,2016,NA,NA,NA,NA,NA,LINC_2016
70,LINC,2016,116,193,136,170,0.636988765,LINC_2016
72,LINC,2016,109,194,203,170,0.981711295,LINC_2016
79,LINC,2016,116,203.5,167,185,0.973188249,LINC_2016
81,LINC,2016,127,199,57,145,0.114193775,LINC_2016
84,LINC,2016,116,196,146,145,0.417571459,LINC_2016
85,LINC,2016,116,196,268,155,0.755895584,LINC_2016
87,LINC,2016,123,197,107,160,0.381528523,LINC_2016
88,LINC,2016,111,208,236,185,1.652422904,LINC_2016
93,LINC,2016,116,203,262,185,1.677257704,LINC_2016
94,LINC,2016,113,189,97,155,0.256729097,LINC_2016
115,LINC,2016,116,222,145,145,0.790408187,LINC_2016
128,LINC,2016,118,195,77,150,0.337177938,LINC_2016
131,LINC,2016,119.5,195.5,193,160,1.086424937,LINC_2016
137,LINC,2016,124.5,206,48.5,177.5,0.214440013,LINC_2016
159,LINC,2016,112.5,198.5,211,175,1.517951031,LINC_2016
164,LINC,2016,111,203,262,155,1.309984687,LINC_2016
194,LINC,2016,125,225,186,200,1.154920162,LINC_2016
201,LINC,2016,116,201,138,165,0.915644018,LINC_2016
202,LINC,2016,109,196,67,150,0.086993248,LINC_2016
204,LINC,2016,109,213,221,205,2.080197139,LINC_2016
205,LINC,2016,NA,NA,NA,NA,NA,LINC_2016
207,LINC,2016,NA,NA,NA,NA,NA,LINC_2016
208,LINC,2016,111,205,161,155,0.342183439,LINC_2016
209,LINC,2016,123,195,114,140,0.315166104,LINC_2016
210,LINC,2016,113,214,131,170,0.750941581,LINC_2016
212,LINC,2016,NA,NA,NA,NA,NA,LINC_2016
215,LINC,2016,NA,NA,NA,NA,NA,LINC_2016
222,LINC,2016,113.5,199,145.5,195,1.257248729,LINC_2016
227,LINC,2016,111,196,196,150,0.721832954,LINC_2016
228,LINC,2016,116,200,343,170,1.46858177,LINC_2016
231,LINC,2016,116,193,273,155,1.07307996,LINC_2016
234,LINC,2016,125,221,192,220,1.063866214,LINC_2016
236,LINC,2016,123,199,125,175,0.58286303,LINC_2016
237,LINC,2016,109,197,258,175,1.21426375,LINC_2016
241,LINC,2016,NA,NA,NA,NA,NA,LINC_2016
242,LINC,2016,116,194,154,150,0.450777917,LINC_2016
243,LINC,2016,111,194,256,165,1.199931851,LINC_2016
245,LINC,2016,123,201,174,165,0.517788609,LINC_2016
247,LINC,2016,125.5,220.5,155,167.5,0.664468256,LINC_2016
249,LINC,2016,116,200,270,200,1.847202645,LINC_2016
250,LINC,2016,118,210,199,185,1.018444935,LINC_2016
251,LINC,2016,111,203,157,170,0.79693293,LINC_2016
252,LINC,2016,118,203,139,165,0.613492709,LINC_2016
253,LINC,2016,NA,NA,NA,NA,NA,LINC_2016
255,LINC,2016,115.5,195,75,152.5,0.120474983,LINC_2016
260,LINC,2016,109,195,240,175,1.2667807,LINC_2016
266,LINC,2016,NA,NA,NA,NA,NA,LINC_2016
269,LINC,2016,113,192,126,145,0.20911201,LINC_2016
272,LINC,2016,109,195,245.5,165,1.202653491,LINC_2016
276,LINC,2016,NA,NA,NA,NA,NA,LINC_2016
277,LINC,2016,111,211,349.5,172.5,2.420568417,LINC_2016
278,LINC,2016,NA,NA,NA,NA,NA,LINC_2016
279,LINC,2016,116,199,35,145,0.173150484,LINC_2016
280,LINC,2016,116,212,117,165,0.4916352,LINC_2016
284,LINC,2016,118,197,196,180,1.024613929,LINC_2016
287,LINC,2016,118,204,251,165,0.667546874,LINC_2016
443,LINC,2016,NA,NA,NA,NA,NA,LINC_2016
445,LINC,2016,NA,NA,NA,NA,NA,LINC_2016
446,LINC,2016,NA,NA,NA,NA,NA,LINC_2016
453,LINC,2016,NA,NA,NA,NA,NA,LINC_2016
455,LINC,2016,NA,NA,NA,NA,NA,LINC_2016
456,LINC,2016,NA,NA,NA,NA,NA,LINC_2016
457,LINC,2016,NA,NA,NA,NA,NA,LINC_2016
461,LINC,2016,NA,NA,NA,NA,NA,LINC_2016
462,LINC,2016,NA,NA,NA,NA,NA,LINC_2016
465,LINC,2016,NA,NA,NA,NA,NA,LINC_2016
468,LINC,2016,NA,NA,NA,NA,NA,LINC_2016
472,LINC,2016,NA,NA,NA,NA,NA,LINC_2016
480,LINC,2016,NA,NA,NA,NA,NA,LINC_2016
483,LINC,2016,NA,NA,NA,NA,NA,LINC_2016
484,LINC,2016,NA,NA,NA,NA,NA,LINC_2016
485,LINC,2016,NA,NA,NA,NA,NA,LINC_2016
488,LINC,2016,NA,NA,NA,NA,NA,LINC_2016
489,LINC,2016,NA,NA,NA,NA,NA,LINC_2016
492,LINC,2016,NA,NA,NA,NA,NA,LINC_2016
495,LINC,2016,NA,NA,NA,NA,NA,LINC_2016
501,LINC,2016,NA,NA,NA,NA,NA,LINC_2016
506,LINC,2016,NA,NA,NA,NA,NA,LINC_2016
508,LINC,2016,NA,NA,NA,NA,NA,LINC_2016
514,LINC,2016,NA,NA,NA,NA,NA,LINC_2016
516,LINC,2016,NA,NA,NA,NA,NA,LINC_2016
521,LINC,2016,NA,NA,NA,NA,NA,LINC_2016
